iter	Passed	Remaining
523	13200	238713
524	13226	238706
525	13248	238621
526	13272	238580
527	13297	238545
528	13321	238500
529	13349	238523
530	13374	238492
531	13399	238473
532	13436	238663
533	13474	238855
534	13504	238919
535	13535	238994
536	13565	239056
537	13594	239093
538	13621	239098
539	13646	239071
540	13673	239073
541	13699	239053
542	13726	239054
543	13752	239057
544	13775	238978
545	13796	238892
546	13820	238838
547	13842	238751
548	13863	238659
549	13884	238567
550	13906	238472
551	13927	238378
552	13948	238278
553	13969	238189
554	13991	238102
555	14012	238013
556	14034	237933
557	14055	237836
558	14077	237753
559	14099	237674
560	14121	237592
561	14141	237485
562	14162	237397
563	14184	237309
564	14205	237218
565	14226	237131
566	14248	237053
567	14273	237013
568	14300	237029
569	14326	237021
570	14353	237017
571	14377	236980
572	14407	237028
573	14429	236960
574	14454	236922
575	14475	236831
576	14496	236746
577	14517	236657
578	14539	236575
579	14561	236491
580	14582	236410
581	14604	236327
582	14625	236239
583	14646	236155
584	14667	236061
585	14688	235970
586	14710	235899
587	14732	235812
588	14753	235727
589	14774	235641
590	14795	235547
591	14816	235459
592	14837	235373
593	14858	235281
594	14879	235200
595	14900	235114
596	14921	235027
597	14947	235010
598	14968	234928
599	14990	234847
600	15012	234775
601	15034	234709
602	15056	234637
603	15085	234671
604	15111	234665
605	15137	234653
606	15164	234665
607	15191	234673
608	15220	234712
609	15248	234719
610	15276	234741
611	15297	234661
612	15322	234642
613	15349	234643
614	15375	234633
615	15400	234608
616	15423	234546
617	15446	234490
618	15475	234538
619	15505	234587
620	15530	234563
621	15557	234566
622	15582	234542
623	15609	234542
624	15636	234549
625	15662	234543
626	15687	234515
627	15712	234493
628	15741	234527
629	15768	234523
630	15793	234502
631	15819	234486
632	15842	234434
633	15867	234404
634	15888	234330
635	15910	234253
636	15931	234167
637	15953	234095
638	15974	234023
639	15996	233951
640	16018	233875
641	16040	233804
642	16061	233729
643	16082	233647
644	16103	233569
645	16124	233485
646	16148	233435
647	16178	233490
648	16203	233469
649	16231	233486
650	16256	233458
651	16283	233468
652	16306	233408
653	16332	233396
654	16354	233335
655	16379	233307
656	16403	233266
657	16430	233274
658	16458	233294
659	16491	233377
660	16528	233530
661	16566	233682
662	16606	233863
663	16641	233982
664	16672	234039
665	16699	234039
666	16724	234020
667	16752	234030
668	16775	233984
669	16799	233944
670	16823	233894
671	16844	233822
672	16868	233772
673	16889	233694
674	16911	233631
675	16937	233615
676	16958	233541
677	16981	233479
678	17005	233445
679	17026	233365
680	17049	233305
681	17071	233247
682	17093	233171
683	17114	233093
684	17135	233018
685	17156	232944
686	17178	232876
687	17200	232801
688	17221	232722
689	17244	232672
690	17265	232598
691	17288	232545
692	17315	232545
693	17340	232528
694	17366	232510
695	17393	232506
696	17418	232483
697	17439	232411
698	17461	232346
699	17485	232302
700	17508	232261
701	17531	232204
702	17553	232139
703	17577	232103
704	17601	232058
705	17623	231994
706	17645	231933
707	17668	231882
708	17690	231826
709	17713	231774
710	17736	231727
711	17758	231661
712	17782	231624
713	17805	231566
714	17828	231515
715	17850	231452
716	17877	231460
717	17898	231390
718	17920	231326
719	17944	231288
720	17966	231220
721	17990	231180
722	18013	231138
723	18037	231101
724	18059	231041
725	18081	230971
726	18102	230899
727	18124	230836
728	18145	230762
729	18168	230708
730	18191	230671
731	18214	230622
732	18236	230561
733	18258	230493
734	18279	230422
735	18304	230397
736	18327	230346
737	18351	230316
738	18376	230285
739	18402	230279
740	18433	230336
741	18470	230454
742	18511	230628
743	18554	230833
744	18599	231056
745	18635	231165
746	18662	231169
747	18692	231205
748	18721	231233
749	18749	231245
750	18771	231181
751	18799	231188
752	18825	231181
753	18847	231118
754	18871	231086
755	18894	231038
756	18918	230998
757	18947	231013
758	18973	231008
759	18998	230986
760	19023	230955
761	19050	230953
762	19079	230982
763	19106	230974
764	19128	230917
765	19149	230849
766	19178	230866
767	19207	230894
768	19234	230891
769	19257	230841
770	19280	230788
771	19305	230761
772	19333	230770
773	19356	230733
774	19384	230736
775	19411	230737
776	19436	230710
777	19462	230696
778	19488	230687
779	19515	230689
780	19541	230668
781	19566	230645
782	19590	230602
783	19614	230570
784	19637	230521
785	19665	230529
786	19690	230510
787	19719	230523
788	19747	230538
789	19776	230561
790	19798	230502
791	19826	230503
792	19851	230480
793	19876	230455
794	19899	230404
795	19923	230372
796	19944	230304
797	19968	230261
798	19991	230212
799	20014	230162
800	20040	230151
801	20072	230213
802	20108	230313
803	20136	230315
804	20171	230407
805	20204	230466
806	20235	230515
807	20264	230537
808	20291	230531
809	20318	230527
810	20345	230518
811	20371	230503
812	20397	230498
813	20422	230469
814	20449	230465
815	20474	230435
816	20500	230427
817	20527	230420
818	20552	230394
819	20579	230387
820	20603	230351
821	20626	230307
822	20652	230288
823	20677	230262
824	20706	230278
825	20733	230280
826	20761	230289
827	20789	230287
828	20813	230251
829	20837	230216
830	20863	230206
831	20887	230159
832	20912	230137
833	20938	230126
834	20964	230106
835	20988	230072
836	21017	230084
837	21042	230065
838	21069	230053
839	21095	230036
840	21121	230028
841	21147	230005
842	21169	229956
843	21194	229921
844	21219	229895
845	21243	229857
846	21265	229804
847	21291	229789
848	21314	229739
849	21343	229755
850	21368	229732
851	21394	229715
852	21418	229674
853	21442	229636
854	21469	229637
855	21498	229648
856	21522	229616
857	21547	229585
858	21574	229580
859	21597	229534
860	21624	229527
861	21650	229519
862	21676	229501
863	21703	229497
864	21730	229487
865	21759	229500
866	21784	229480
867	21811	229471
868	21836	229445
869	21861	229422
870	21888	229409
871	21912	229382
872	21938	229357
873	21962	229326
874	21989	229317
875	22014	229294
876	22042	229292
877	22067	229265
878	22092	229239
879	22119	229237
880	22145	229223
881	22173	229225
882	22199	229215
883	22224	229183
884	22248	229147
885	22278	229172
886	22304	229151
887	22330	229135
888	22353	229095
889	22380	229080
890	22406	229066
891	22431	229039
892	22458	229040
893	22486	229042
894	22512	229022
895	22536	228988
896	22560	228952
897	22583	228905
898	22609	228883
899	22634	228857
900	22658	228823
901	22683	228800
902	22709	228783
903	22734	228755
904	22763	228768
905	22787	228733
906	22816	228742
907	22842	228721
908	22871	228738
909	22896	228709
910	22919	228662
911	22943	228633
912	22968	228606
913	22998	228624
914	23021	228577
915	23046	228553
916	23070	228516
917	23095	228491
918	23120	228458
919	23145	228431
920	23170	228405
921	23196	228389
922	23221	228363
923	23245	228325
924	23267	228277
925	23292	228247
926	23317	228220
927	23343	228206
928	23369	228182
929	23393	228153
930	23418	228123
931	23443	228095
932	23469	228078
933	23496	228070
934	23522	228057
935	23545	228007
936	23571	227989
937	23595	227957
938	23620	227925
939	23644	227895
940	23668	227859
941	23693	227834
942	23717	227791
943	23738	227731
944	23763	227700
945	23786	227658
946	23811	227629
947	23835	227595
948	23860	227567
949	23882	227515
950	23907	227490
951	23932	227463
952	23959	227447
953	23984	227422
954	24012	227425
955	24039	227423
956	24066	227413
957	24092	227392
958	24116	227359
959	24142	227341
960	24167	227310
961	24192	227291
962	24218	227272
963	24242	227237
964	24267	227211
965	24290	227165
966	24315	227137
967	24344	227145
968	24368	227116
969	24392	227078
970	24418	227058
971	24444	227042
972	24470	227028
973	24497	227018
974	24525	227017
975	24550	226991
976	24573	226945
977	24599	226926
978	24625	226915
979	24654	226926
980	24682	226924
981	24708	226905
982	24734	226887
983	24758	226850
984	24782	226812
985	24805	226771
986	24828	226722
987	24854	226705
988	24879	226684
989	24906	226674
990	24933	226668
991	24957	226631
992	24983	226609
993	25011	226612
994	25035	226578
995	25058	226536
996	25082	226498
997	25107	226473
998	25132	226447
999	25157	226416
1000	25181	226382
1001	25206	226356
1002	25231	226328
1003	25259	226331
1004	25284	226305
1005	25309	226271
1006	25336	226266
1007	25363	226254
1008	25388	226231
1009	25413	226208
1010	25441	226201
1011	25465	226167
1012	25490	226143
1013	25514	226104
1014	25541	226097
1015	25566	226070
1016	25591	226048
1017	25616	226016
1018	25640	225983
1019	25664	225952
1020	25689	225921
1021	25712	225875
1022	25738	225862
1023	25761	225812
1024	25783	225758
1025	25806	225722
1026	25833	225708
1027	25859	225694
1028	25886	225686
1029	25912	225664
1030	25938	225644
1031	25966	225643
1032	25993	225640
1033	26019	225623
1034	26045	225603
1035	26068	225561
1036	26093	225532
1037	26121	225530
1038	26145	225492
1039	26169	225461
1040	26194	225430
1041	26218	225399
1042	26244	225380
1043	26270	225364
1044	26295	225332
1045	26321	225316
1046	26348	225308
1047	26373	225285
1048	26399	225262
1049	26424	225234
1050	26450	225221
1051	26475	225191
1052	26499	225159
1053	26523	225125
1054	26548	225093
1055	26574	225074
1056	26600	225062
1057	26628	225054
1058	26655	225046
1059	26679	225010
1060	26701	224959
1061	26729	224956
1062	26753	224925
1063	26779	224908
1064	26803	224875
1065	26828	224847
1066	26851	224805
1067	26877	224784
1068	26903	224766
1069	26927	224734
1070	26951	224700
1071	26975	224662
1072	26999	224628
1073	27027	224628
1074	27054	224614
1075	27079	224586
1076	27106	224576
1077	27130	224545
1078	27155	224515
1079	27180	224490
1080	27204	224459
1081	27228	224421
1082	27254	224404
1083	27280	224380
1084	27304	224347
1085	27330	224332
1086	27356	224309
1087	27380	224281
1088	27405	224251
1089	27428	224212
1090	27455	224202
1091	27485	224212
1092	27512	224205
1093	27539	224196
1094	27567	224187
1095	27590	224146
1096	27613	224107
1097	27641	224100
1098	27668	224093
1099	27692	224055
1100	27717	224030
1101	27743	224011
1102	27769	223990
1103	27793	223955
1104	27818	223930
1105	27842	223897
1106	27867	223871
1107	27894	223857
1108	27920	223845
1109	27947	223829
1110	27972	223807
1111	27994	223758
1112	28019	223724
1113	28043	223697
1114	28070	223681
1115	28096	223660
1116	28122	223644
1117	28148	223624
1118	28171	223580
1119	28194	223542
1120	28219	223513
1121	28244	223492
1122	28270	223470
1123	28295	223443
1124	28322	223431
1125	28345	223393
1126	28373	223391
1127	28399	223372
1128	28426	223356
1129	28450	223323
1130	28475	223296
1131	28500	223274
1132	28525	223240
1133	28551	223224
1134	28575	223188
1135	28601	223174
1136	28626	223143
1137	28651	223117
1138	28674	223078
1139	28700	223061
1140	28726	223041
1141	28753	223026
1142	28778	223004
1143	28805	222988
1144	28831	222974
1145	28856	222944
1146	28883	222930
1147	28907	222898
1148	28932	222871
1149	28956	222840
1150	28981	222812
1151	29007	222791
1152	29031	222758
1153	29054	222720
1154	29081	222703
1155	29105	222674
1156	29131	222654
1157	29155	222618
1158	29180	222594
1159	29208	222591
1160	29234	222572
1161	29259	222546
1162	29287	222539
1163	29309	222488
1164	29335	222472
1165	29356	222413
1166	29379	222369
1167	29403	222340
1168	29428	222312
1169	29454	222293
1170	29480	222272
1171	29504	222238
1172	29527	222202
1173	29552	222171
1174	29578	222149
1175	29604	222134
1176	29629	222109
1177	29654	222083
1178	29679	222053
1179	29702	222014
1180	29726	221982
1181	29749	221935
1182	29776	221923
1183	29802	221905
1184	29827	221882
1185	29851	221849
1186	29877	221828
1187	29903	221809
1188	29926	221766
1189	29953	221758
1190	29980	221744
1191	30005	221717
1192	30028	221677
1193	30054	221656
1194	30079	221635
1195	30103	221600
1196	30126	221556
1197	30154	221550
1198	30181	221543
1199	30206	221516
1200	30232	221492
1201	30257	221469
1202	30279	221420
1203	30305	221398
1204	30331	221379
1205	30355	221350
1206	30377	221303
1207	30402	221274
1208	30429	221258
1209	30454	221233
1210	30482	221227
1211	30506	221200
1212	30534	221191
1213	30559	221165
1214	30582	221128
1215	30608	221102
1216	30633	221078
1217	30659	221060
1218	30686	221046
1219	30712	221028
1220	30735	220988
1221	30759	220956
1222	30786	220941
1223	30812	220920
1224	30834	220878
1225	30859	220847
1226	30882	220808
1227	30909	220795
1228	30932	220752
1229	30958	220734
1230	30980	220689
1231	31002	220638
1232	31027	220614
1233	31051	220578
1234	31073	220536
1235	31097	220497
1236	31123	220479
1237	31147	220445
1238	31172	220421
1239	31197	220392
1240	31223	220373
1241	31248	220352
1242	31274	220332
1243	31299	220304
1244	31323	220270
1245	31348	220246
1246	31373	220221
1247	31402	220220
1248	31427	220196
1249	31450	220153
1250	31477	220143
1251	31504	220126
1252	31528	220097
1253	31552	220062
1254	31576	220029
1255	31601	220003
1256	31627	219984
1257	31649	219936
1258	31672	219896
1259	31697	219871
1260	31723	219851
1261	31747	219820
1262	31772	219793
1263	31799	219778
1264	31823	219745
1265	31849	219726
1266	31877	219718
1267	31900	219679
1268	31927	219669
1269	31953	219647
1270	31982	219653
1271	32008	219627
1272	32032	219596
1273	32054	219553
1274	32078	219515
1275	32100	219469
1276	32124	219439
1277	32148	219403
1278	32172	219370
1279	32195	219328
1280	32219	219297
1281	32242	219255
1282	32266	219222
1283	32293	219216
1284	32320	219202
1285	32345	219172
1286	32369	219140
1287	32395	219123
1288	32418	219081
1289	32443	219057
1290	32471	219048
1291	32496	219022
1292	32521	218995
1293	32549	218994
1294	32573	218960
1295	32597	218926
1296	32628	218937
1297	32652	218906
1298	32679	218896
1299	32704	218866
1300	32728	218833
1301	32751	218794
1302	32775	218765
1303	32802	218747
1304	32827	218724
1305	32853	218703
1306	32876	218661
1307	32900	218629
1308	32925	218603
1309	32951	218586
1310	32975	218556
1311	33001	218536
1312	33025	218503
1313	33052	218487
1314	33077	218463
1315	33105	218453
1316	33129	218420
1317	33156	218407
1318	33183	218400
1319	33208	218371
1320	33235	218358
1321	33260	218331
1322	33287	218315
1323	33314	218308
1324	33342	218299
1325	33367	218270
1326	33391	218240
1327	33416	218210
1328	33443	218203
1329	33469	218182
1330	33495	218162
1331	33522	218147
1332	33547	218119
1333	33572	218095
1334	33596	218060
1335	33623	218051
1336	33650	218033
1337	33674	218005
1338	33699	217977
1339	33728	217973
1340	33752	217946
1341	33778	217925
1342	33803	217899
1343	33827	217867
1344	33849	217820
1345	33877	217811
1346	33904	217799
1347	33932	217791
1348	33959	217777
1349	33983	217747
1350	34009	217724
1351	34037	217716
1352	34060	217682
1353	34085	217655
1354	34112	217641
1355	34136	217607
1356	34161	217579
1357	34187	217563
1358	34214	217546
1359	34240	217525
1360	34265	217502
1361	34289	217466
1362	34315	217446
1363	34338	217409
1364	34362	217376
1365	34387	217349
1366	34412	217325
1367	34440	217317
1368	34465	217292
1369	34488	217252
1370	34512	217220
1371	34538	217197
1372	34560	217155
1373	34585	217125
1374	34612	217115
1375	34636	217084
1376	34662	217060
1377	34687	217038
1378	34714	217022
1379	34741	217008
1380	34765	216977
1381	34789	216944
1382	34815	216924
1383	34841	216903
1384	34864	216866
1385	34889	216836
1386	34915	216820
1387	34943	216811
1388	34967	216780
1389	34994	216762
1390	35022	216757
1391	35049	216741
1392	35077	216734
1393	35103	216712
1394	35129	216695
1395	35155	216675
1396	35181	216656
1397	35207	216634
1398	35232	216610
1399	35257	216582
1400	35283	216562
1401	35308	216534
1402	35334	216512
1403	35359	216486
1404	35386	216472
1405	35410	216441
1406	35436	216420
1407	35460	216388
1408	35485	216366
1409	35510	216339
1410	35537	216325
1411	35560	216281
1412	35584	216250
1413	35609	216224
1414	35634	216201
1415	35658	216168
1416	35683	216141
1417	35708	216114
1418	35733	216089
1419	35759	216066
1420	35784	216041
1421	35810	216022
1422	35833	215983
1423	35858	215954
1424	35883	215933
1425	35907	215898
1426	35932	215870
1427	35957	215844
1428	35981	215812
1429	36006	215786
1430	36033	215774
1431	36065	215786
1432	36090	215761
1433	36117	215748
1434	36141	215713
1435	36166	215692
1436	36191	215662
1437	36214	215626
1438	36238	215591
1439	36263	215565
1440	36286	215527
1441	36313	215511
1442	36337	215478
1443	36363	215461
1444	36386	215425
1445	36410	215393
1446	36435	215363
1447	36461	215346
1448	36485	215313
1449	36509	215279
1450	36533	215248
1451	36556	215210
1452	36580	215178
1453	36608	215171
1454	36633	215143
1455	36659	215120
1456	36684	215098
1457	36710	215078
1458	36735	215050
1459	36757	215006
1460	36780	214969
1461	36806	214946
1462	36831	214920
1463	36855	214890
1464	36878	214854
1465	36905	214839
1466	36932	214823
1467	36959	214809
1468	36986	214790
1469	37012	214775
1470	37039	214757
1471	37063	214726
1472	37090	214712
1473	37117	214697
1474	37141	214664
1475	37164	214624
1476	37191	214614
1477	37218	214595
1478	37243	214572
1479	37268	214544
1480	37294	214522
1481	37319	214501
1482	37345	214478
1483	37369	214447
1484	37396	214430
1485	37421	214403
1486	37444	214370
1487	37470	214344
1488	37493	214309
1489	37516	214273
1490	37539	214237
1491	37564	214210
1492	37592	214199
1493	37616	214166
1494	37641	214139
1495	37667	214118
1496	37692	214094
1497	37717	214067
1498	37741	214037
1499	37768	214023
1500	37794	214003
1501	37818	213969
1502	37841	213934
1503	37868	213917
1504	37893	213891
1505	37918	213861
1506	37942	213834
1507	37967	213808
1508	37996	213800
1509	38022	213783
1510	38051	213777
1511	38076	213752
1512	38101	213723
1513	38123	213683
1514	38151	213672
1515	38178	213659
1516	38206	213647
1517	38232	213629
1518	38259	213612
1519	38282	213578
1520	38304	213535
1521	38332	213525
1522	38357	213497
1523	38382	213473
1524	38409	213454
1525	38434	213432
1526	38457	213394
1527	38482	213368
1528	38510	213357
1529	38535	213327
1530	38558	213292
1531	38583	213266
1532	38607	213237
1533	38636	213229
1534	38661	213205
1535	38685	213172
1536	38710	213147
1537	38736	213128
1538	38761	213101
1539	38789	213088
1540	38814	213062
1541	38841	213047
1542	38865	213017
1543	38892	213001
1544	38916	212968
1545	38941	212945
1546	38968	212930
1547	38992	212897
1548	39016	212867
1549	39042	212844
1550	39067	212820
1551	39095	212806
1552	39117	212767
1553	39144	212751
1554	39173	212747
1555	39200	212731
1556	39224	212698
1557	39246	212657
1558	39272	212636
1559	39297	212607
1560	39320	212571
1561	39345	212546
1562	39368	212507
1563	39394	212487
1564	39423	212481
1565	39449	212464
1566	39477	212454
1567	39504	212435
1568	39528	212407
1569	39554	212384
1570	39579	212356
1571	39603	212328
1572	39630	212312
1573	39657	212295
1574	39683	212273
1575	39707	212244
1576	39729	212203
1577	39754	212175
1578	39779	212146
1579	39804	212123
1580	39828	212092
1581	39854	212070
1582	39878	212037
1583	39905	212024
1584	39930	211999
1585	39960	211996
1586	39989	211990
1587	40014	211968
1588	40039	211941
1589	40063	211906
1590	40087	211875
1591	40111	211846
1592	40138	211828
1593	40161	211791
1594	40185	211760
1595	40208	211725
1596	40235	211707
1597	40261	211687
1598	40288	211673
1599	40314	211653
1600	40340	211631
1601	40366	211610
1602	40391	211582
1603	40417	211559
1604	40439	211518
1605	40468	211516
1606	40492	211481
1607	40518	211462
1608	40543	211434
1609	40569	211416
1610	40594	211390
1611	40619	211363
1612	40643	211328
1613	40668	211303
1614	40692	211274
1615	40720	211260
1616	40742	211222
1617	40769	211207
1618	40792	211170
1619	40816	211135
1620	40845	211132
1621	40870	211105
1622	40893	211071
1623	40918	211041
1624	40940	211001
1625	40967	210984
1626	40990	210947
1627	41016	210928
1628	41041	210901
1629	41067	210878
1630	41091	210847
1631	41117	210828
1632	41143	210806
1633	41168	210782
1634	41196	210770
1635	41221	210742
1636	41246	210718
1637	41272	210696
1638	41299	210681
1639	41323	210648
1640	41346	210611
1641	41369	210578
1642	41392	210542
1643	41420	210528
1644	41447	210510
1645	41472	210485
1646	41498	210464
1647	41524	210445
1648	41544	210390
1649	41567	210359
1650	41592	210332
1651	41618	210308
1652	41645	210291
1653	41672	210277
1654	41697	210249
1655	41723	210229
1656	41749	210210
1657	41775	210186
1658	41797	210146
1659	41823	210124
1660	41846	210087
1661	41871	210063
1662	41899	210052
1663	41925	210031
1664	41953	210017
1665	41979	209998
1666	42003	209968
1667	42028	209942
