Date,Open,High,Low,Close,Adj Close,Volume
2006-02-02,51.666698,52.266701,51.500000,51.900002,31.859716,18471405
2006-02-03,51.816700,51.900002,50.633301,50.816700,31.194708,11060007
2006-02-06,50.816700,52.400002,50.316700,52.233299,32.064312,19479777
2006-02-07,52.500000,54.000000,52.233299,53.633301,32.923729,22133553
2006-02-08,53.666698,53.816700,52.266701,53.066700,32.575916,12169806
2006-02-10,53.083302,54.683300,53.083302,54.366699,33.373936,17746512
2006-02-13,54.333302,54.950001,51.700001,54.333302,33.353436,10445034
2006-02-14,54.333302,54.900002,53.683300,54.516701,33.466019,16261836
2006-02-15,54.700001,57.233299,54.700001,56.950001,34.959740,42833517
2006-02-16,57.033298,57.500000,55.216702,55.433300,34.028698,20454273
2006-02-17,56.000000,56.000000,53.700001,53.933300,33.107887,22152570
2006-02-20,53.833302,54.433300,52.533298,54.283298,33.322742,24414231
2006-02-21,54.416698,55.283298,54.333302,54.750000,33.609230,14783868
2006-02-22,54.666698,54.916698,54.099998,54.533298,33.476204,12294945
2006-02-23,54.666698,56.000000,54.533298,55.333302,33.967304,20082822
2006-02-24,55.333302,55.333302,54.083302,54.500000,33.455765,14224677
2006-02-27,54.950001,55.833302,54.516701,55.366699,33.987804,11111274
2006-02-28,55.833302,58.549999,54.216702,57.483299,35.287113,58409244
2006-03-01,57.500000,58.633301,57.383301,57.950001,35.573608,25384764
2006-03-02,58.000000,59.950001,58.000000,58.900002,36.156788,29372751
2006-03-03,58.666698,59.466702,57.683300,58.083302,35.655437,17924412
2006-03-06,58.966702,59.966702,58.016701,59.466702,36.504665,23820492
2006-03-07,59.666698,60.299999,58.750000,59.283298,36.392078,31960401
2006-03-08,59.500000,59.633301,57.500000,57.950001,35.573608,24118920
2006-03-09,57.950001,58.500000,56.366699,57.716702,35.430393,20500383
2006-03-10,58.299999,59.833302,58.000000,59.333302,36.422771,13846596
2006-03-13,59.333302,60.016701,58.200001,58.366699,35.829411,25381743
2006-03-14,58.933300,59.666698,58.349998,58.633301,35.993069,15069735
2006-03-16,58.733299,59.000000,57.116699,57.866699,35.522476,27914523
2006-03-17,58.333302,59.633301,58.166698,58.516701,35.921490,20580042
2006-03-20,58.450001,59.333302,58.450001,59.066700,36.259113,12389529
2006-03-21,59.333302,60.250000,59.066700,59.516701,36.535351,19628178
2006-03-22,59.333302,59.633301,58.549999,58.966702,36.197727,9284670
2006-03-23,59.316700,60.083302,59.016701,59.633301,36.606922,11877975
2006-03-24,58.700001,62.166698,57.849998,61.849998,37.967690,36133476
2006-03-27,62.000000,64.633301,61.433300,64.316704,39.481922,26283813
2006-03-28,63.666698,66.000000,63.099998,64.333298,39.492107,19144680
2006-03-29,65.300003,66.016701,63.916698,64.400002,39.533054,25506879
2006-03-30,65.133301,68.166702,64.866699,66.866699,41.047276,28542549
2006-03-31,67.166702,67.166702,64.666702,65.050003,39.932060,15810537
2006-04-03,65.216698,66.599998,65.000000,66.416702,40.771038,11850480
2006-04-04,66.333298,68.300003,66.000000,68.016701,41.753227,21308550
2006-04-05,68.166702,68.816704,67.933296,68.666702,42.152241,11494965
2006-04-07,68.000000,69.500000,63.666698,66.550003,40.852867,34662012
2006-04-10,67.333298,67.633301,65.516701,66.366699,40.740345,21975117
2006-04-12,66.366699,67.300003,63.650002,64.066704,39.328453,33580224
2006-04-13,64.000000,65.166702,60.666698,62.950001,38.642944,37422924
2006-04-17,63.016701,64.500000,63.016701,64.316704,39.481922,13345086
2006-04-18,64.500000,66.500000,64.500000,65.933296,40.474293,14243940
2006-04-19,66.000000,67.333298,65.199997,66.116699,40.586876,16367913
2006-04-20,66.166702,67.333298,65.449997,66.866699,41.047276,18623664
2006-04-21,67.333298,68.000000,65.699997,66.800003,41.006340,23173476
2006-04-24,66.699997,68.133301,66.599998,67.833298,41.640644,22031568
2006-04-25,67.833298,68.000000,65.500000,65.766701,40.372025,16029249
2006-04-26,66.000000,67.483299,65.166702,67.183296,41.241627,21122487
2006-04-27,67.483299,69.000000,66.866699,67.599998,41.497425,35904471
2006-04-28,65.683296,67.466698,63.416698,66.966698,41.108662,16728099
2006-05-02,68.166702,69.949997,68.000000,69.166702,42.459175,24942351
2006-05-03,69.333298,70.833298,69.333298,69.633301,42.745598,19858404
2006-05-04,69.666702,70.633301,69.183296,69.800003,42.847931,20961342
2006-05-05,70.283302,70.633301,69.199997,69.483299,42.653522,9188307
2006-05-08,70.199997,70.199997,68.849998,69.266701,42.520561,9002424
2006-05-09,69.316704,69.666702,67.916702,68.783302,42.223812,15385809
2006-05-10,69.000000,69.333298,68.116699,68.349998,41.957825,7515306
2006-05-11,68.633301,69.833298,67.666702,67.916702,41.691837,15363843
2006-05-12,67.666702,67.800003,66.000000,67.166702,41.231438,12251067
2006-05-15,66.966698,66.966698,62.666698,63.666698,39.082909,21496410
2006-05-16,64.333298,65.833298,61.666698,64.933296,39.860424,28355820
2006-05-17,65.666702,68.333298,65.333298,68.099998,41.804359,28481880
2006-05-18,68.666702,68.666702,63.033298,63.716702,39.113598,28758618
2006-05-19,64.033302,66.283302,59.183300,59.966702,36.811596,26210796
2006-05-22,60.666698,62.333302,48.333302,57.183300,35.102959,33862683
2006-05-23,57.666698,60.250000,54.333302,59.333302,36.422771,33751107
2006-05-24,59.700001,61.783298,57.000000,58.033298,35.624744,41959785
2006-05-25,57.666698,61.650002,55.666698,60.466702,37.118530,27733833
2006-05-26,61.333302,63.333302,59.616699,61.066700,37.486855,30221481
2006-05-29,61.333302,61.983299,58.700001,59.316700,36.412579,23858253
2006-05-30,59.666698,60.666698,58.233299,58.833302,36.115841,19662024
2006-05-31,58.000000,58.000000,53.599998,55.133301,33.844532,46988730
2006-06-01,56.000000,57.000000,52.966702,53.383301,32.770256,40695489
2006-06-02,53.666698,55.233299,52.216702,54.799999,33.639919,31766100
2006-06-05,56.633301,56.633301,52.683300,53.349998,32.749817,31931997
2006-06-06,50.000000,53.150002,48.666698,50.849998,31.215155,45725016
2006-06-07,50.000000,51.750000,49.000000,50.599998,31.061684,33321954
2006-06-08,50.333302,50.833302,46.833302,49.216702,30.212521,44520120
2006-06-09,49.333302,53.900002,49.333302,53.500000,32.841900,34317396
2006-06-12,53.666698,53.666698,51.000000,51.466702,31.593725,21764772
2006-06-13,51.000000,51.000000,48.400002,48.750000,29.926027,30494748
2006-06-14,49.366699,51.333302,48.049999,49.116699,30.151134,30849204
2006-06-15,49.666698,52.666698,49.666698,51.866699,31.839270,26203728
2006-06-16,53.333302,55.900002,52.666698,54.400002,33.394379,41024691
2006-06-19,53.683300,55.333302,53.400002,54.849998,33.670612,18436674
2006-06-20,54.000000,55.166698,52.750000,53.883301,33.077194,21247470
2006-06-21,53.666698,56.866699,53.333302,56.250000,34.530037,24709107
2006-06-22,56.333302,58.200001,56.333302,56.950001,34.959740,15735483
2006-06-23,56.333302,57.333302,55.166698,56.933300,34.949490,16277997
2006-06-26,57.650002,57.650002,54.866699,55.433300,34.028698,12846843
2006-06-27,55.666698,58.916698,55.000000,58.650002,36.003323,32764902
2006-06-28,57.833302,59.500000,56.866699,59.016701,36.228420,25240314
2006-06-29,59.333302,60.000000,58.000000,58.599998,35.972622,27033318
2006-06-30,56.750000,61.333302,56.750000,60.799999,37.323132,24455697
2006-07-03,61.000000,62.299999,60.549999,61.666698,37.855171,16924557
2006-07-04,61.666698,62.283298,59.416698,59.633301,36.606922,22801290
2006-07-05,59.666698,61.666698,59.066700,61.549999,37.783531,23106558
2006-07-06,61.000000,61.333302,60.066700,60.516701,37.149227,9140529
2006-07-07,61.166698,61.483299,58.000000,58.366699,35.829411,15875100
2006-07-10,58.333302,58.633301,57.133301,58.366699,37.533531,14257815
2006-07-11,58.633301,58.933300,58.000000,58.666698,37.726448,9698292
2006-07-12,58.000000,60.799999,57.333302,60.483299,38.894638,23599458
2006-07-13,60.633301,61.099998,59.716702,60.383301,38.830334,23921964
2006-07-14,60.000000,60.000000,58.500000,58.849998,37.844318,13325163
2006-07-17,58.333302,58.833302,57.066700,57.366699,36.890465,10234440
2006-07-18,58.333302,58.333302,55.833302,56.549999,36.365269,13810890
2006-07-19,57.483299,58.000000,55.450001,55.833302,35.904392,15784146
2006-07-20,56.666698,58.666698,56.666698,58.349998,37.522785,15498126
2006-07-21,59.000000,59.000000,55.500000,55.766701,35.861553,27703095
2006-07-24,55.733299,55.733299,53.750000,54.783298,35.229172,22322526
2006-07-25,56.333302,58.333302,54.333302,54.700001,35.175602,28029408
2006-07-26,54.666698,56.316700,54.666698,56.000000,36.011585,25183626
2006-07-27,56.000000,56.916698,54.400002,55.650002,35.786526,42757005
2006-07-28,56.166698,56.633301,54.700001,54.849998,35.272060,18451332
2006-07-31,55.333302,56.333302,55.333302,55.799999,35.882969,12608013
2006-08-01,55.900002,56.666698,55.233299,56.416698,36.279549,12787230
2006-08-02,56.500000,57.950001,55.966702,57.799999,37.169102,14941485
2006-08-03,57.966702,58.633301,56.883301,57.316700,36.858303,17172522
2006-08-04,57.666698,57.883301,55.916698,56.066700,36.054478,16642341
2006-08-07,56.066700,56.466702,55.616699,56.133301,36.097309,10232364
2006-08-08,56.299999,57.599998,56.133301,57.416698,36.922615,9435594
2006-08-09,57.549999,59.799999,56.833302,59.599998,38.326618,17542653
2006-08-10,59.966702,59.966702,58.333302,58.766701,37.790752,16002258
2006-08-11,58.666698,59.633301,58.000000,58.416698,37.565681,6830049
2006-08-14,58.900002,59.833302,58.816700,59.516701,38.273052,8758227
2006-08-16,60.066700,60.766701,60.033298,60.299999,38.776760,13425627
2006-08-17,60.333302,60.933300,59.566700,60.366699,38.819653,11874960
2006-08-18,60.433300,60.966702,59.666698,59.916698,38.530281,7852701
2006-08-21,60.116699,60.633301,59.000000,60.250000,38.744614,9925773
2006-08-22,60.333302,61.099998,60.333302,60.633301,38.991100,6831741
2006-08-23,60.333302,60.666698,59.416698,59.599998,38.326618,7613823
2006-08-24,59.033298,60.150002,58.500000,60.016701,38.594582,7515000
2006-08-25,60.166698,60.733299,59.700001,60.049999,38.615993,9206268
2006-08-28,60.000000,60.633301,59.833302,60.033298,38.605259,8933532
2006-08-29,60.000000,61.733299,60.000000,61.549999,39.580597,17499714
2006-08-30,61.666698,62.633301,60.900002,62.450001,40.159351,14582838
2006-08-31,62.966702,64.199997,62.466702,63.833302,41.048897,38691603
2006-09-01,63.533298,64.333298,62.933300,63.183300,40.630913,16939077
2006-09-04,63.583302,64.133301,63.033298,63.383301,40.759525,8095317
2006-09-05,63.750000,63.750000,62.349998,62.566700,40.234402,10632447
2006-09-06,62.833302,63.733299,62.366699,63.033298,40.534447,13445613
2006-09-07,62.666698,62.866699,61.716702,61.983299,39.859230,8816430
2006-09-08,62.333302,63.000000,61.516701,62.650002,40.287968,16586232
2006-09-11,63.266701,63.333302,60.233299,60.700001,39.033985,16053777
2006-09-12,60.633301,60.966702,58.666698,60.549999,38.937527,16517649
2006-09-13,61.000000,61.783298,60.666698,60.950001,39.194748,15808794
2006-09-14,60.666698,61.633301,60.666698,61.033298,39.248322,7606812
2006-09-15,61.000000,61.200001,60.416698,60.816700,39.109035,9835047
2006-09-18,61.966702,62.666698,61.049999,62.416698,40.137939,15505536
2006-09-19,62.666698,63.133301,61.000000,61.366699,39.462715,10018446
2006-09-20,61.400002,62.666698,60.366699,62.433300,40.148617,12818310
2006-09-21,62.833302,63.666698,62.666698,63.549999,40.866718,12424200
2006-09-22,63.983299,63.983299,62.349998,62.666698,40.298702,14341404
2006-09-25,62.666698,63.000000,61.349998,61.483299,39.537704,14010306
2006-09-26,61.833302,61.833302,60.283298,61.250000,39.387676,30481173
2006-09-27,61.583302,62.616699,61.583302,61.883301,39.794926,14906367
2006-09-28,62.000000,62.133301,61.033298,61.433300,39.505554,11227410
2006-09-29,61.866699,62.799999,61.483299,62.566700,40.234402,11336541
2006-10-03,62.000000,63.316700,61.716702,62.616699,40.266548,8223066
2006-10-04,62.666698,62.733299,61.250000,61.683300,39.666313,12190326
2006-10-05,61.733299,62.666698,61.733299,62.400002,40.127197,7205586
2006-10-06,62.783298,62.783298,61.416698,61.516701,39.559185,12588939
2006-10-09,61.666698,62.233299,61.000000,61.583302,39.602009,7987131
2006-10-10,62.000000,62.000000,61.383301,61.700001,39.677052,8261781
2006-10-11,61.666698,62.316700,61.333302,61.833302,39.762764,13569510
2006-10-12,62.066700,62.233299,61.033298,62.016701,39.880711,10538481
2006-10-13,62.666698,63.500000,62.083302,62.916698,40.459473,14734575
2006-10-16,63.666698,65.066704,63.216702,64.883301,41.724117,22956813
2006-10-17,65.566704,65.566704,64.150002,64.583298,41.531204,10440930
2006-10-18,64.666702,65.166702,63.966702,64.866699,41.713440,11865825
2006-10-19,64.866699,65.199997,62.983299,63.549999,40.866718,12032796
2006-10-20,63.333302,64.333298,61.599998,62.116699,39.945011,13109001
2006-10-23,63.033298,63.033298,61.433300,61.650002,39.644901,6601707
2006-10-26,62.000000,62.233299,60.666698,61.366699,39.462715,27002718
2006-10-27,62.150002,62.783298,61.666698,62.566700,40.234402,10649085
2006-10-30,63.000000,63.333302,62.166698,62.483299,40.180759,11031786
2006-10-31,62.666698,63.683300,62.533298,63.333302,40.727364,12881805
2006-11-01,63.666698,64.000000,63.299999,63.599998,40.898865,8397231
2006-11-02,63.416698,63.733299,62.666698,62.833302,40.405838,6026844
2006-11-03,63.000000,63.066700,62.083302,62.450001,40.159351,7871775
2006-11-06,62.599998,63.916698,61.950001,63.750000,40.995331,15075321
2006-11-07,64.000000,64.266701,62.700001,62.966702,40.491623,10495482
2006-11-08,63.150002,63.233299,61.466702,61.816700,39.752098,14780586
2006-11-09,62.333302,62.616699,61.799999,62.349998,40.095047,10499427
2006-11-10,63.000000,63.000000,61.750000,62.000000,39.869972,6605358
2006-11-13,62.333302,63.116699,61.750000,61.833302,39.762764,11175225
2006-11-14,62.250000,62.316700,61.233299,61.366699,39.462715,11194044
2006-11-15,62.000000,62.200001,61.200001,61.916698,39.816414,9120144
2006-11-16,61.733299,62.333302,61.416698,61.816700,39.752098,10697688
2006-11-17,62.033298,62.133301,60.366699,60.583302,38.958939,12317019
2006-11-20,60.033298,61.566700,58.000000,59.416698,38.208744,31448742
2006-11-21,60.133301,61.583302,59.666698,61.283298,39.409088,12180693
2006-11-22,61.666698,62.133301,60.166698,60.450001,38.873222,16105236
2006-11-23,60.666698,61.133301,59.599998,59.733299,38.412338,11908563
2006-11-24,59.733299,60.799999,59.500000,59.866699,38.498127,8224044
2006-11-27,60.000000,60.599998,59.866699,60.299999,38.776760,11498349
2006-11-28,60.000000,60.083302,59.366699,59.866699,38.498127,7767849
2006-11-29,59.916698,61.666698,59.900002,61.400002,39.484135,8987379
2006-11-30,61.666698,62.333302,60.783298,61.700001,39.677052,11493654
2006-12-01,62.000000,62.666698,61.400002,62.583302,40.245071,13088646
2006-12-04,62.666698,63.333302,61.700001,63.116699,40.588070,11211822
